Branch,Category,Round,Domicile,MinP,MaxP,MeanP,StdP,TotalSeats,BranchSeats,TotalCandidates,Trend
AI,OBC/X/F,INTERNAL,Y,0.7012432352181508,0.7012432352181508,0.7012432352181508,0.0,98.0,3.0,1475103.0,0.0
AI,OBC/X/F,R1,Y,0.8441620686826614,0.8603832917582379,0.8522726802204497,0.011470136835879845,115.5,3.5,1445106.5,-0.016221223075576316
AI,OBC/X/F,R1_Upgrade,Y,0.7844442049131484,0.8439527669227127,0.8141984859179305,0.0420789077356231,94.0,3.0,1445106.5,-0.059508562009564274
AI,OBC/X/OP,INTERNAL,Y,0.6765358080079832,0.8182537046590017,0.7495526376958359,0.06245118615546886,72.8,8.2,1451105.8,-0.08657815396005215
AI,OBC/X/OP,R1,Y,0.8631112539259971,0.892760986778413,0.877936120352205,0.020965527160312837,115.5,10.5,1445106.5,-0.029649732852415768
AI,OBC/X/OP,R1_Upgrade,Y,0.7631324727832565,0.8124435556246511,0.7877880142039537,0.03486820106480171,94.0,29.0,1445106.5,-0.049311082841394564
AI,SC/S/F,R2,Y,0.537567885090058,0.537567885090058,0.537567885090058,0.0,58.0,1.0,1475103.0,0.0
AI,SC/X/F,R1,Y,0.14348150603720555,0.6295743793768682,0.3865279427070369,0.343719567024929,115.5,4.5,1445106.5,-0.1
AI,SC/X/F,R1_Upgrade,Y,0.37433627067860453,0.685224692784165,0.5297804817313847,0.2198313114632276,94.0,1.0,1445106.5,0.1
AI,SC/X/OP,INTERNAL,Y,0.23857045914759856,0.6595989004388352,0.3968481908644258,0.1825167555804635,66.5,1.25,1445106.5,-0.1
AI,SC/X/OP,R1,Y,0.08718848785474642,0.36252234808601447,0.22485541797038044,0.1946904396597987,115.5,32.0,1445106.5,-0.1
AI,SC/X/OP,R1_Upgrade,Y,0.14564662817731489,0.1596891878058685,0.1526679079915917,0.009929589138566702,94.0,6.0,1445106.5,0.014042559628553608
AI,SC/X/OP,R2,Y,0.204119983485899,0.26522319819660667,0.23597121361003473,0.03063442132665671,47.0,10.666666666666666,1455105.3333333333,-0.043877976879857984
AI,ST/X/F,R1,Y,0.04624219461285073,0.3530227332150857,0.19963246391396822,0.21692659918170176,115.5,1.5,1445106.5,-0.1
AI,ST/X/OP,R1,Y,0.014824995936711605,0.2047097728090852,0.1097673843728984,0.13426881337054988,115.5,1.0,1445106.5,0.1
AI,ST/X/OP,R1_Upgrade,Y,0.014824995936711605,0.014824995936711605,0.014824995936711605,0.0,62.0,1.0,1415110.0,0.0
AI,ST/X/OP,R2,Y,0.011357173024527767,0.011357173024527767,0.011357173024527767,0.0,58.0,1.0,1475103.0,0.0
AI,UR/S/OP,INTERNAL,Y,0.7341873753900575,0.8561454586569242,0.7784063744477967,0.06753621695023522,77.0,1.0,1455105.3333333333,-0.1
AI,UR/S/OP,R1,Y,0.7146864908028352,0.7448862892964084,0.7297863900496218,0.021354482305272957,115.5,2.0,1445106.5,0.030199798493573245
AI,UR/S/OP,R1_Upgrade,Y,0.5917412780631894,0.7448862892964084,0.668313783679799,0.1082898759478991,94.0,1.5,1445106.5,0.1
AI,UR/X/F,INTERNAL,Y,0.7883740999781033,0.8753623393234449,0.8382955337873947,0.03292643540654445,77.0,2.6666666666666665,1455105.3333333333,-0.030801252745849644
AI,UR/X/F,R1,Y,0.8720719841258543,0.893843588130958,0.8829577861284061,0.01539484882931702,115.5,10.5,1445106.5,-0.02177160400510377
AI,UR/X/F,R1_Upgrade,Y,0.8422849116298997,0.8668555801315798,0.8545702458807398,0.01737408631582475,94.0,9.5,1445106.5,-0.024570668501679948
AI,UR/X/F,R2,Y,0.8527351230646381,0.871836746315342,0.8643430635551138,0.01019378929574935,47.0,3.0,1455105.3333333333,0.01741191073571355
AI,UR/X/OP,INTERNAL,AI,0.7927582006137877,0.850025086389044,0.813216332465764,0.03194340594219739,77.0,3.0,1455105.3333333333,-0.055213130884919935
AI,UR/X/OP,INTERNAL,Y,0.8094417813535733,0.8634883507289186,0.8312387656010866,0.02145317365935871,80.0,5.857142857142857,1457962.142857143,-0.03638748547769729
AI,UR/X/OP,R1,AI,0.9368579685621953,0.940550204577736,0.9387040865699656,0.0026108051243300245,115.5,4.5,1445106.5,-0.0036922360155406384
AI,UR/X/OP,R1,Y,0.8821329764768968,0.8985442827766039,0.8903386296267504,0.011604545972652402,115.5,30.5,1445106.5,-0.01641130629970706
AI,UR/X/OP,R1_Upgrade,AI,0.9086735306795938,0.9215078540278204,0.9150906923537071,0.0090752370714719,94.0,4.5,1445106.5,0.012834323348226567
AI,UR/X/OP,R1_Upgrade,Y,0.8355138590322168,0.8634883507289186,0.8495011048805676,0.01978095277898461,94.0,27.5,1445106.5,-0.027974491696701964
AI,UR/X/OP,R2,AI,0.8946293927680533,0.9390367994641731,0.9195865195312539,0.02271009607812748,47.0,1.6666666666666667,1455105.3333333333,0.03743569014480076
