Year,Round,Institute,Branch,Category,Domicile,OpeningRank,ClosingRank,BranchSeats,TotalSeats,TotalCandidates
2016,R1_Upgrade,MITS,CE,UR/X/OP,Y,70980,99388,32,98,1207000
2016,R1_Upgrade,MITS,CE,OBC/X/F,Y,83875,161481,3,98,1207000
2016,R1_Upgrade,MITS,CE,UR/X/F,Y,146879,192663,12,98,1207000
2016,R1_Upgrade,MITS,CE,UR/S/OP,Y,232861,271900,2,98,1207000
2016,R1_Upgrade,MITS,CE,UR/S/F,Y,294468,294468,1,98,1207000
2016,R1_Upgrade,MITS,CE,SC/X/OP,Y,227702,357463,10,98,1207000
2016,R1_Upgrade,MITS,CE,OBC/S/OP,Y,472673,472673,1,98,1207000
2016,R1_Upgrade,MITS,CE,SC/X/F,Y,319205,500315,2,98,1207000
2016,R1_Upgrade,MITS,CE,ST/X/OP,Y,419303,580857,11,98,1207000
2016,R1_Upgrade,MITS,CE,ST/X/F,Y,524303,660842,5,98,1207000
2016,R1_Upgrade,MITS,CE,UR/H/OP,Y,747908,747908,1,98,1207000
2016,R1_Upgrade,MITS,CE,UR/FF/OP,Y,549177,815107,2,98,1207000
2016,R1_Upgrade,MITS,CE-F.W.,F.W./X/OP,Y,57701,70063,3,98,1207000
2016,R1_Upgrade,MITS,CHEM,UR/X/OP,AI,60954,65273,3,58,1207000
2016,R1_Upgrade,MITS,CHEM,OBC/X/OP,Y,82515,128947,5,58,1207000
2016,R1_Upgrade,MITS,CHEM,UR/X/OP,Y,77164,137454,18,58,1207000
2016,R1_Upgrade,MITS,CHEM,UR/X/F,Y,130436,179458,6,58,1207000
2016,R1_Upgrade,MITS,CHEM,OBC/X/F,Y,205033,205033,1,58,1207000
2016,R1_Upgrade,MITS,CHEM,ST/X/F,Y,307048,307048,1,58,1207000
2016,R1_Upgrade,MITS,CHEM,JKM,N,628121,628121,1,58,1207000
2016,R1_Upgrade,MITS,CHEM,SC/X/OP,Y,370345,656632,17,58,1207000
2016,R1_Upgrade,MITS,CHEM,SC/X/F,Y,768822,768822,1,58,1207000
2016,R1_Upgrade,MITS,CHEM,OBC/S/OP,Y,842025,842025,1,58,1207000
2016,R1_Upgrade,MITS,CHEM,ST/X/OP,Y,916929,916929,1,58,1207000
2016,R1_Upgrade,MITS,CHEM-F.W.,F.W./X/OP,Y,79145,84006,3,58,1207000
2016,R1_Upgrade,MITS,CSE,UR/X/OP,AI,32200,39756,6,101,1207000
2016,R1_Upgrade,MITS,CSE,OBC/X/OP,Y,40168,57326,8,101,1207000
2016,R1_Upgrade,MITS,CSE,UR/X/F,Y,44032,59081,8,101,1207000
2016,R1_Upgrade,MITS,CSE,UR/X/OP,Y,32779,62493,28,101,1207000
2016,R1_Upgrade,MITS,CSE,OBC/S/OP,Y,74700,74700,1,101,1207000
2016,R1_Upgrade,MITS,CSE,UR/S/F,Y,95457,95457,1,101,1207000
2016,R1_Upgrade,MITS,CSE,OBC/X/F,Y,89382,97280,4,101,1207000
2016,R1_Upgrade,MITS,CSE,UR/S/OP,Y,127798,133926,2,101,1207000
2016,R1_Upgrade,MITS,CSE,SC/X/OP,Y,155747,335817,14,101,1207000
2016,R1_Upgrade,MITS,CSE,SC/X/F,Y,255446,352181,4,101,1207000
2016,R1_Upgrade,MITS,CSE,UR/H/OP,Y,499591,499591,1,101,1207000
2016,R1_Upgrade,MITS,CSE,OBC/H/F,Y,719890,719890,1,101,1207000
2016,R1_Upgrade,MITS,CSE,ST/X/OP,Y,430632,1020643,18,101,1207000
2016,R1_Upgrade,MITS,CSE-F.W.,F.W./X/OP,Y,32418,39866,5,101,1207000
2016,R1_Upgrade,MITS,ECE,UR/X/OP,AI,44300,48039,6,110,1207000
2016,R1_Upgrade,MITS,ECE,OBC/X/OP,Y,71581,95090,10,110,1207000
2016,R1_Upgrade,MITS,ECE,UR/X/OP,Y,64910,101101,35,110,1207000
2016,R1_Upgrade,MITS,ECE,UR/X/F,Y,51750,109883,14,110,1207000
2016,R1_Upgrade,MITS,ECE,OBC/X/F,Y,112802,121363,2,110,1207000
2016,R1_Upgrade,MITS,ECE,UR/S/F,Y,199438,199438,1,110,1207000
2016,R1_Upgrade,MITS,ECE,UR/S/OP,Y,146999,203031,2,110,1207000
2016,R1_Upgrade,MITS,ECE,SC/X/OP,Y,401429,530689.1,25,110,1207000
2016,R1_Upgrade,MITS,ECE,SC/X/F,Y,508163,561098,2,110,1207000
2016,R1_Upgrade,MITS,ECE,UR/FF/OP,Y,697588,697588,1,110,1207000
2016,R1_Upgrade,MITS,ECE,ST/X/F,Y,850651,850651,1,110,1207000
2016,R1_Upgrade,MITS,ECE,ST/X/OP,Y,827595,1042126,7,110,1207000
2016,R1_Upgrade,MITS,ECE-F.W.,F.W./X/OP,Y,62981,70779,4,110,1207000
2016,R1_Upgrade,MITS,EE,UR/X/OP,AI,40330,47078,6,101,1207000
2016,R1_Upgrade,MITS,EE,OBC/X/OP,Y,73449,89294,10,101,1207000
2016,R1_Upgrade,MITS,EE,UR/X/OP,Y,41629,96187,33,101,1207000
2016,R1_Upgrade,MITS,EE,OBC/X/F,Y,110144,142617,4,101,1207000
2016,R1_Upgrade,MITS,EE,UR/X/F,Y,111776,145893,10,101,1207000
2016,R1_Upgrade,MITS,EE,UR/S/OP,Y,178124,189864,2,101,1207000
2016,R1_Upgrade,MITS,EE,SC/X/OP,Y,289327,411698,9,101,1207000
2016,R1_Upgrade,MITS,EE,SC/X/F,Y,510241,532233,2,101,1207000
2016,R1_Upgrade,MITS,EE,SC/NCC/OP,Y,682983,682983,1,101,1207000
2016,R1_Upgrade,MITS,EE,ST/X/F,Y,737262,757012,2,101,1207000
2016,R1_Upgrade,MITS,EE,ST/X/OP,Y,509822,844516,19,101,1207000
2016,R1_Upgrade,MITS,EE-F.W.,F.W./X/OP,Y,51696,59012,3,101,1207000
2016,R1_Upgrade,MITS,ET,UR/X/OP,AI,49590,51493,3,59,1207000
2016,R1_Upgrade,MITS,ET,OBC/X/OP,Y,114017,120860,5,59,1207000
2016,R1_Upgrade,MITS,ET,UR/X/OP,Y,98131,126682,20,59,1207000
2016,R1_Upgrade,MITS,ET,UR/X/F,Y,110341,147830,7,59,1207000
2016,R1_Upgrade,MITS,ET,OBC/S/OP,Y,216771,216771,1,59,1207000
2016,R1_Upgrade,MITS,ET,OBC/X/F,Y,172052,222151,2,59,1207000
2016,R1_Upgrade,MITS,ET,UR/S/OP,Y,255181,255181,1,59,1207000
2016,R1_Upgrade,MITS,ET,SC/X/OP,Y,445400,717412,17,59,1207000
2016,R1_Upgrade,MITS,ET,SC/X/F,Y,825708,963166,2,59,1207000
2016,R1_Upgrade,MITS,ET-F.W.,F.W./X/OP,Y,70940,70940,1,59,1207000
2016,R1_Upgrade,MITS,IT,UR/X/OP,AI,40343,45152,3,55,1207000
2016,R1_Upgrade,MITS,IT,UR/X/OP,Y,31961,80736,16,55,1207000
2016,R1_Upgrade,MITS,IT,OBC/X/OP,Y,69240,93078,6,55,1207000
2016,R1_Upgrade,MITS,IT,UR/X/F,Y,81526,94930,6,55,1207000
2016,R1_Upgrade,MITS,IT,OBC/X/F,Y,106322,113927,2,55,1207000
2016,R1_Upgrade,MITS,IT,UR/S/OP,Y,258261,258261,1,55,1207000
2016,R1_Upgrade,MITS,IT,UR/NCC/OP,Y,269992,269992,1,55,1207000
2016,R1_Upgrade,MITS,IT,UR/FF/OP,Y,391886,391886,1,55,1207000
2016,R1_Upgrade,MITS,IT,SC/X/OP,Y,336124,439315,14,55,1207000
2016,R1_Upgrade,MITS,IT,SC/X/F,Y,457084,560688,2,55,1207000
2016,R1_Upgrade,MITS,IT,UR/H/OP,Y,614606,614606,1,55,1207000
2016,R1_Upgrade,MITS,IT-F.W.,F.W./X/OP,Y,50324,64313,2,55,1207000
2016,R1_Upgrade,MITS,MECH,UR/X/OP,AI,38489,45641,6,100,1207000
2016,R1_Upgrade,MITS,MECH,OBC/X/OP,Y,50680,68463,10,100,1207000
2016,R1_Upgrade,MITS,MECH,UR/X/OP,Y,43458,76323,29,100,1207000
2016,R1_Upgrade,MITS,MECH,OBC/X/F,Y,110323,163814,3,100,1207000
2016,R1_Upgrade,MITS,MECH,UR/S/OP,Y,105701,168463,3,100,1207000
2016,R1_Upgrade,MITS,MECH,UR/X/F,Y,55167,182598,12,100,1207000
2016,R1_Upgrade,MITS,MECH,SC/X/OP,Y,296227,381727,10,100,1207000
2016,R1_Upgrade,MITS,MECH,SC/X/F,Y,435165,619052,4,100,1207000
2016,R1_Upgrade,MITS,MECH,UR/H/OP,Y,769966,769966,1,100,1207000
2016,R1_Upgrade,MITS,MECH,ST/X/OP,Y,540069,825646,16,100,1207000
2016,R1_Upgrade,MITS,MECH,ST/X/F,Y,715435,934316,2,100,1207000
2016,R1_Upgrade,MITS,MECH-F.W.,F.W./X/OP,Y,44173,49819,4,100,1207000
,,,,,,,,,,1207000
2016,R2,MITS,AUTO,UR/X/OP,AI,81121,85761,3,33,1207000
2016,R2,MITS,AUTO,OBC/X/OP,Y,140815,148866,3,33,1207000
2016,R2,MITS,AUTO,UR/X/OP,Y,137280,167752,12,33,1207000
2016,R2,MITS,AUTO,UR/X/F,Y,241796,248370,2,33,1207000
2016,R2,MITS,AUTO,SC/X/OP,Y,454827,702909,11,33,1207000
2016,R2,MITS,AUTO-F.W.,UR/X/OP,Y,113103,130728,2,33,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,BT,UR/X/OP,AI,94151,103817,2,27,1207000
2016,R2,MITS,BT,OBC/X/OP,Y,177164,191276,3,27,1207000
2016,R2,MITS,BT,UR/X/OP,Y,171330,195567,7,27,1207000
2016,R2,MITS,BT,UR/X/F,Y,197791,272573,3,27,1207000
2016,R2,MITS,BT,UR/S/OP,Y,492022,492022,1,27,1207000
2016,R2,MITS,BT,SC/X/F,Y,832806,832806,1,27,1207000
2016,R2,MITS,BT,SC/X/OP,Y,557461,937579,8,27,1207000
2016,R2,MITS,BT-F.W.,UR/X/OP,Y,108632,154666,2,27,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,CE,UR/X/OP,AI,48631,51493,2,43,1207000
2016,R2,MITS,CE,OBC/X/OP,Y,76560,94932,2,43,1207000
2016,R2,MITS,CE,UR/X/OP,Y,68078,100807,15,43,1207000
2016,R2,MITS,CE,OBC/X/F,Y,163814,163814,1,43,1207000
2016,R2,MITS,CE,UR/X/F,Y,98319,187175,7,43,1207000
2016,R2,MITS,CE,SC/X/OP,Y,244433,323474,5,43,1207000
2016,R2,MITS,CE,SC/X/F,Y,435165,435165,1,43,1207000
2016,R2,MITS,CE,ST/X/OP,Y,391802,512841,5,43,1207000
2016,R2,MITS,CE,UR/H/OP,Y,800626,800626,1,43,1207000
2016,R2,MITS,CE,ST/X/F,Y,524303,1023231,4,43,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,CHEM,UR/X/OP,AI,71549,76993,2,41,1207000
2016,R2,MITS,CHEM,OBC/X/OP,Y,119755,141278,4,41,1207000
2016,R2,MITS,CHEM,UR/X/OP,Y,115317,151756,14,41,1207000
2016,R2,MITS,CHEM,OBC/X/F,Y,210390,210390,1,41,1207000
2016,R2,MITS,CHEM,UR/X/F,Y,173302,217913,4,41,1207000
2016,R2,MITS,CHEM,SC/X/F,Y,606914,606914,1,41,1207000
2016,R2,MITS,CHEM,SC/X/OP,Y,447801,767490,14,41,1207000
2016,R2,MITS,CHEM-F.W.,UR/X/OP,Y,81505,81505,1,41,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,CSE,UR/X/OP,AI,43991,48994,5,56,1207000
2016,R2,MITS,CSE,OBC/X/F,Y,62741,62741,1,56,1207000
2016,R2,MITS,CSE,UR/X/OP,Y,28906,68394,13,56,1207000
2016,R2,MITS,CSE,OBC/X/OP,Y,40996,73835,5,56,1207000
2016,R2,MITS,CSE,UR/X/F,Y,67163,96442,4,56,1207000
2016,R2,MITS,CSE,UR/S/OP,Y,173820,173820,1,56,1207000
2016,R2,MITS,CSE,SC/X/F,Y,338532,338532,1,56,1207000
2016,R2,MITS,CSE,SC/X/OP,Y,161959,352181,10,56,1207000
2016,R2,MITS,CSE,UR/H/OP,Y,499591,499591,1,56,1207000
2016,R2,MITS,CSE,ST/X/F,Y,783471,783471,1,56,1207000
2016,R2,MITS,CSE,ST/X/OP,Y,367545,1018073,13,56,1207000
2016,R2,MITS,CSE-F.W.,UR/X/OP,Y,27897,27897,1,56,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,ECE,UR/X/OP,AI,52136,55418,5,52,1207000
2016,R2,MITS,ECE,OBC/X/OP,Y,74217,98730,3,52,1207000
2016,R2,MITS,ECE,UR/X/OP,Y,64639,109694,21,52,1207000
2016,R2,MITS,ECE,UR/X/F,Y,24776,126693,4,52,1207000
2016,R2,MITS,ECE,UR/NCC/OP,Y,391297,391297,1,52,1207000
2016,R2,MITS,ECE,SC/X/OP,Y,194830,452728,13,52,1207000
2016,R2,MITS,ECE,ST/X/OP,Y,641344,993689,4,52,1207000
2016,R2,MITS,ECE-F.W.,UR/X/OP,Y,55733,55733,1,52,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,EE,UR/X/OP,AI,42882,51080,3,50,1207000
2016,R2,MITS,EE,OBC/X/OP,Y,77312,96187,4,50,1207000
2016,R2,MITS,EE,UR/X/OP,Y,53832,103873,14,50,1207000
2016,R2,MITS,EE,UR/X/F,Y,124734,132896,3,50,1207000
2016,R2,MITS,EE,OBC/X/F,Y,161481,161481,1,50,1207000
2016,R2,MITS,EE,SC/X/OP,Y,326602,400185,5,50,1207000
2016,R2,MITS,EE,SC/X/F,Y,466398,466398,1,50,1207000
2016,R2,MITS,EE,ST/X/OP,Y,510234,760135,17,50,1207000
2016,R2,MITS,EE-F.W.,UR/X/OP,Y,59012,66812,2,50,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,ET,UR/X/OP,AI,61606,67006,3,33,1207000
2016,R2,MITS,ET,OBC/X/OP,Y,111902,119307,3,33,1207000
2016,R2,MITS,ET,UR/X/OP,Y,107831,132715,14,33,1207000
2016,R2,MITS,ET,OBC/S/OP,Y,199830,199830,1,33,1207000
2016,R2,MITS,ET,SC/X/OP,Y,467716,750506,12,33,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,IT,UR/X/OP,AI,52482,52579,2,22,1207000
2016,R2,MITS,IT,OBC/X/OP,Y,79965,93078,2,22,1207000
2016,R2,MITS,IT,UR/X/OP,Y,69524,93179,10,22,1207000
2016,R2,MITS,IT,UR/X/F,Y,101740,111881,3,22,1207000
2016,R2,MITS,IT,UR/S/OP,Y,225746,225746,1,22,1207000
2016,R2,MITS,IT,SC/X/OP,Y,403228,403430,2,22,1207000
2016,R2,MITS,IT,ST/X/OP,Y,864896,864896,1,22,1207000
2016,R2,MITS,IT-F.W.,UR/X/OP,Y,71175,71175,1,22,1207000
2016,,,,,,,,,,1207000
2016,R2,MITS,MECH,UR/X/OP,AI,30167,53238,6,52,1207000
2016,R2,MITS,MECH,OBC/X/OP,Y,60370,80953,4,52,1207000
2016,R2,MITS,MECH,UR/X/OP,Y,60767,88736,13,52,1207000
2016,R2,MITS,MECH,OBC/X/F,Y,176619.02,176619.02,1,52,1207000
2016,R2,MITS,MECH,UR/X/F,Y,119150,179458,7,52,1207000
2016,R2,MITS,MECH,SC/X/OP,Y,216540,286188,3,52,1207000
2016,R2,MITS,MECH,SC/X/F,Y,543462,649037,2,52,1207000
2016,R2,MITS,MECH,UR/H/OP,Y,656838,656838,1,52,1207000
2016,R2,MITS,MECH,ST/X/OP,Y,504754,755089,12,52,1207000
2016,R2,MITS,MECH,SC/S/OP,Y,853524,853524,1,52,1207000
2016,R2,MITS,MECH-F.W.,UR/X/OP,Y,36765,56057,2,52,1207000
2016,INTERNAL,MITS,AUTO,UR/X/OP,Y,118828,166609,5,6,1207000
2016,INTERNAL,MITS,AUTO,UR/X/F,Y,249809,249809,1,6,1207000
,,,,,,,,,,1207000
2016,INTERNAL,MITS,BT,UR/X/OP,Y,191586,191586,1,2,1207000
2016,INTERNAL,MITS,BT,UR/X/OP,Y,195064,195064,1,2,1207000
,,,,,,,,,,1207000
2016,INTERNAL,MITS,CE,UR/X/OP,Y,87079,98135,5,36,1207000
2016,INTERNAL,MITS,CE,UR/X/OP,Y,99482,100807,2,36,1207000
2016,INTERNAL,MITS,CE,OBC/X/OP,Y,100982,101293,2,36,1207000
2016,INTERNAL,MITS,CE,UR/X/OP,Y,146270,146270,1,36,1207000
2016,INTERNAL,MITS,CE,UR/X/OP,Y,154885,154885,1,36,1207000
2016,INTERNAL,MITS,CE,OBC/X/F,Y,157660,157660,1,36,1207000
2016,INTERNAL,MITS,CE,UR/X/OP,Y,106963,163795,7,36,1207000
2016,INTERNAL,MITS,CE,UR/X/OP,AI,167490,167490,1,36,1207000
2016,INTERNAL,MITS,CE,UR/X/F,Y,166244,187265,2,36,1207000
2016,INTERNAL,MITS,CE,UR/X/F,Y,164399,192065,5,36,1207000
2016,INTERNAL,MITS,CE,UR/S/OP,Y,283907,283907,1,36,1207000
2016,INTERNAL,MITS,CE,SC/X/F,Y,296804,296804,1,36,1207000
2016,INTERNAL,MITS,CE,UR/X/F,Y,309204,309204,1,36,1207000
2016,INTERNAL,MITS,CE,OBC/X/F,Y,395478,395478,1,36,1207000
2016,INTERNAL,MITS,CE,UR/X/F,Y,508163,508163,1,36,1207000
2016,INTERNAL,MITS,CE,ST/X/OP,Y,670916,751059,4,36,1207000
2016,,,,,,,,,,1207000
2016,INTERNAL,MITS,CHEM,UR/X/F,Y,173302,173302,1,3,1207000
2016,INTERNAL,MITS,CHEM,OBC/X/F,Y,175272,175272,1,3,1207000
2016,INTERNAL,MITS,CHEM,SC/X/OP,Y,569882,569882,1,3,1207000
2016,,,,,,,,,,1207000
2016,INTERNAL,MITS,CSE,UR/X/OP,AI,47748,52482,2,21,1207000
2016,INTERNAL,MITS,CSE,UR/X/F,Y,64679,64679,1,21,1207000
2016,INTERNAL,MITS,CSE,OBC/X/OP,Y,66455,66455,1,21,1207000
2016,INTERNAL,MITS,CSE,UR/X/OP,Y,71581,71581,1,21,1207000
2016,INTERNAL,MITS,CSE,UR/X/OP,Y,67205,71807,3,21,1207000
2016,INTERNAL,MITS,CSE,UR/X/OP,AI,72261,72261,1,21,1207000
2016,INTERNAL,MITS,CSE,SC/X/F,Y,435165,435165,1,21,1207000
2016,INTERNAL,MITS,CSE,SC/X/OP,Y,354629,450865,11,21,1207000
2016,,,,,,,,,,1207000
2016,INTERNAL,MITS,ECE,OBC/X/OP,Y,87068,92354,3,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/OP,Y,100595,106852,2,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/OP,Y,84583,107140,5,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/F,Y,79435,109883,2,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/F,Y,128373,132896,3,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/OP,Y,90145,136826,9,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/OP,Y,135517,146879,7,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/OP,AI,152041,152041,1,54,1207000
2016,INTERNAL,MITS,ECE,UR/X/OP,AI,62379,156740,3,54,1207000
2016,INTERNAL,MITS,ECE,OBC/X/OP,Y,120860,193712,8,54,1207000
2016,INTERNAL,MITS,ECE,UR/S/F,Y,199438,199438,1,54,1207000
2016,INTERNAL,MITS,ECE,OBC/X/OP,Y,199830,199830,1,54,1207000
2016,INTERNAL,MITS,ECE,UR/S/OP,Y,203031,203031,1,54,1207000
2016,INTERNAL,MITS,ECE,OBC/X/OP,Y,175319,217913,2,54,1207000
2016,INTERNAL,MITS,ECE,UR/NCC/OP,Y,391297,391297,1,54,1207000
2016,INTERNAL,MITS,ECE,SC/X/OP,Y,499596,499596,1,54,1207000
2016,INTERNAL,MITS,ECE,SC/X/OP,Y,549862,602460,4,54,1207000
2016,,,,,,,,,,1207000
2016,INTERNAL,MITS,EE,OBC/X/OP,Y,81691,81691,1,51,1207000
2016,INTERNAL,MITS,EE,UR/X/F,Y,103298,103298,1,51,1207000
2016,INTERNAL,MITS,EE,UR/X/OP,Y,87910,103306,7,51,1207000
2016,INTERNAL,MITS,EE,UR/X/OP,Y,103873,103873,1,51,1207000
2016,INTERNAL,MITS,EE,UR/X/OP,Y,94778,135867,6,51,1207000
2016,INTERNAL,MITS,EE,UR/X/OP,AI,136977,137280,2,51,1207000
2016,INTERNAL,MITS,EE,UR/X/F,Y,145893,145893,1,51,1207000
2016,INTERNAL,MITS,EE,OBC/X/OP,Y,113553,148608,4,51,1207000
2016,INTERNAL,MITS,EE,OBC/X/F,Y,142617,161481,2,51,1207000
2016,INTERNAL,MITS,EE,UR/S/OP,Y,178124,178124,1,51,1207000
2016,INTERNAL,MITS,EE,UR/X/F,Y,174121,222151,2,51,1207000
2016,INTERNAL,MITS,EE,UR/X/F,Y,130436,248370,4,51,1207000
2016,INTERNAL,MITS,EE,SC/X/OP,Y,370345,914696,17,51,1207000
2016,INTERNAL,MITS,EE,ST/X/OP,Y,869531,993689,2,51,1207000
2016,,,,,,,,,,1207000
2016,INTERNAL,MITS,ET,UR/X/OP,Y,98131,98131,1,7,1207000
2016,INTERNAL,MITS,ET,UR/X/F,Y,120496,120496,1,7,1207000
2016,INTERNAL,MITS,ET,UR/X/OP,Y,175066,195341,2,7,1207000
2016,INTERNAL,MITS,ET,UR/X/F,Y,197791,272573,2,7,1207000
2016,INTERNAL,MITS,ET,SC/X/OP,Y,463187,463187,1,7,1207000
2016,,,,,,,,,,1207000
2016,INTERNAL,MITS,IT,OBC/X/OP,Y,76291,86555,3,40,1207000
2016,INTERNAL,MITS,IT,UR/X/OP,Y,72992,88221,8,40,1207000
2016,INTERNAL,MITS,IT,UR/X/F,Y,97088,97088,1,40,1207000
2016,INTERNAL,MITS,IT,UR/X/F,Y,75212,101740,4,40,1207000
2016,INTERNAL,MITS,IT,UR/X/OP,Y,75873,106110,4,40,1207000
2016,INTERNAL,MITS,IT,UR/X/OP,Y,98667,107908,2,40,1207000
2016,INTERNAL,MITS,IT,OBC/X/F,Y,106322,113927,2,40,1207000
2016,INTERNAL,MITS,IT,UR/X/OP,AI,117320,120560,2,40,1207000
2016,INTERNAL,MITS,IT,OBC/X/OP,Y,89615,126682,7,40,1207000
2016,INTERNAL,MITS,IT,UR/S/OP,Y,225746,225746,1,40,1207000
2016,INTERNAL,MITS,IT,UR/FF/OP,Y,391886,391886,1,40,1207000
2016,INTERNAL,MITS,IT,SC/X/OP,Y,467716,608564,4,40,1207000
2016,INTERNAL,MITS,IT,SC/X/OP,Y,825708,825708,1,40,1207000
2016,,,,,,,,,,1207000
2016,INTERNAL,MITS,MECH,UR/X/OP,Y,76323,76323,1,30,1207000
2016,INTERNAL,MITS,MECH,UR/X/OP,Y,78848,80763,4,30,1207000
2016,INTERNAL,MITS,MECH,UR/X/OP,AI,55418,81158,2,30,1207000
2016,INTERNAL,MITS,MECH,UR/X/OP,Y,84571,84571,1,30,1207000
2016,INTERNAL,MITS,MECH,OBC/X/OP,Y,85987,94932,2,30,1207000
2016,INTERNAL,MITS,MECH,UR/X/F,Y,119150,171442,2,30,1207000
2016,INTERNAL,MITS,MECH,UR/X/F,Y,294468,294468,1,30,1207000
2016,INTERNAL,MITS,MECH,UR/X/F,Y,194324,300699,5,30,1207000
2016,INTERNAL,MITS,MECH,SC/X/OP,Y,401515,506682,9,30,1207000
2016,INTERNAL,MITS,MECH,ST/X/OP,Y,784568,784568,1,30,1207000
2016,INTERNAL,MITS,MECH,ST/X/OP,Y,827595,827595,1,30,1207000
2016,INTERNAL,MITS,MECH,UR/FF/OP,Y,887709,887709,1,30,1207000
2017,R1,MITS,AUTO,OBC/X/F,Y,192082,203962,2,60,1020000
2017,R1,MITS,AUTO,OBC/X/OP,Y,82836,120168,6,60,1020000
2017,R1,MITS,AUTO,SC/X/F,Y,715191,849360,2,60,1020000
2017,R1,MITS,AUTO,SC/X/OP,Y,377223,900682,18,60,1020000
2017,R1,MITS,AUTO,UR/NCC/OP,Y,739804,739804,1,60,1020000
2017,R1,MITS,AUTO,UR/S/OP,Y,109489,109489,1,60,1020000
2017,R1,MITS,AUTO,UR/X/F,Y,174918,240536,8,60,1020000
2017,R1,MITS,AUTO,UR/X/OP,AI,72854,76279,3,60,1020000
2017,R1,MITS,AUTO,UR/X/OP,Y,31357,131692,19,60,1020000
2017,,,,,,,,,,1020000
2017,R1,MITS,BT,OBC/X/F,Y,301682,301682,1,30,1020000
2017,R1,MITS,BT,OBC/X/OP,Y,146650,201170,12,30,1020000
2017,R1,MITS,BT,SC/X/OP,Y,930468,930468,1,30,1020000
2017,R1,MITS,BT,UR/S/OP,Y,350720,350720,1,30,1020000
2017,R1,MITS,BT,UR/X/F,Y,181309,233995,3,30,1020000
2017,R1,MITS,BT,UR/X/OP,AI,85242,87646,2,30,1020000
2017,R1,MITS,BT,UR/X/OP,Y,82724,185601,10,30,1020000
2017,,,,,,,,,,1020000
2017,R1,MITS,CE,OBC/H/OP,Y,594071,594071,1,120,1020000
2017,R1,MITS,CE,OBC/S/F,Y,734047,734047,1,120,1020000
2017,R1,MITS,CE,OBC/X/F,Y,139588,211326,4,120,1020000
2017,R1,MITS,CE,OBC/X/OP,Y,49367,77623,10,120,1020000
2017,R1,MITS,CE,SC/X/F,Y,281773,396360,5,120,1020000
2017,R1,MITS,CE,SC/X/OP,Y,161442,282040,13,120,1020000
2017,R1,MITS,CE,ST/X/F,Y,157366,756353,6,120,1020000
2017,R1,MITS,CE,ST/X/OP,Y,268391,473619,17,120,1020000
2017,R1,MITS,CE,UR/NCC/OP,Y,639647,639647,1,120,1020000
2017,R1,MITS,CE,UR/S/F,Y,392487,392487,1,120,1020000
2017,R1,MITS,CE,UR/S/OP,Y,136400,168491,2,120,1020000
2017,R1,MITS,CE,UR/X/F,Y,56748,166700,15,120,1020000
2017,R1,MITS,CE,UR/X/OP,AI,44656,50919,6,120,1020000
2017,R1,MITS,CE,UR/X/OP,Y,49486,89859,38,120,1020000
2017,,,,,,,,,,1020000
2017,R1,MITS,CHEM,OBC/X/F,Y,195314,233847,2,60,1020000
2017,R1,MITS,CHEM,OBC/X/OP,Y,51516,131274,8,60,1020000
2017,R1,MITS,CHEM,SC/X/F,Y,322568,411542,2,60,1020000
2017,R1,MITS,CHEM,SC/X/OP,Y,348462,975268,17,60,1020000
2017,R1,MITS,CHEM,UR/S/OP,Y,291057,291057,1,60,1020000
2017,R1,MITS,CHEM,UR/X/F,Y,107097,196940,7,60,1020000
2017,R1,MITS,CHEM,UR/X/OP,AI,65276,70611,3,60,1020000
2017,R1,MITS,CHEM,UR/X/OP,Y,68237,149106,20,60,1020000
2017,,,,,,,,,,1020000
2017,R1,MITS,CSE,OBC/H/OP,Y,926288,926288,1,121,1020000
2017,R1,MITS,CSE,OBC/S/OP,Y,92839,92839,1,121,1020000
2017,R1,MITS,CSE,OBC/TS/OP,Y,206898,206898,1,121,1020000
2017,R1,MITS,CSE,OBC/X/F,Y,75011,121255,5,121,1020000
2017,R1,MITS,CSE,OBC/X/OP,Y,24490,47492,8,121,1020000
2017,R1,MITS,CSE,SC/X/F,Y,117711,281028,5,121,1020000
2017,R1,MITS,CSE,SC/X/OP,Y,137292,239377,19,121,1020000
2017,R1,MITS,CSE,ST/X/F,Y,682851,682851,1,121,1020000
2017,R1,MITS,CSE,ST/X/OP,Y,263228,974936,16,121,1020000
2017,R1,MITS,CSE,UR/FF/OP,Y,246399,699856,2,121,1020000
2017,R1,MITS,CSE,UR/H/OP,Y,296969,452827,2,121,1020000
